Institute,Program,Degree,Quota,Category,Gender,Opening_Rank,Closing_Rank
National Institute of Technology Patna Computer Science and Engineering,with Specialization,"in Cyber Security (5 Years,",Bachelor and,Master,of,72912,72912
National Institute of Technology Patna Computer Science and Engineering,with Specialization,in Cyber Security for DASA-CIWG,"(5 Years,",Bachelor,and,576985,576985
National Institute of Technology Patna Computer Science and Engineering,with Specialization,"in Data Science (5 Years,",Bachelor and,Master,of,18623,21366
National Institute of Technology Patna Computer Science and Engineering,with Specialization,"in Data Science (5 Years,",Bachelor and,Master,of,31577,31577
National Institute of Technology Patna Computer Science and Engineering,with Specialization,"in Data Science (5 Years,",Bachelor and,Master,of,24610,24610
National Institute of Technology Patna Computer Science and Engineering,with Specialization,"in Data Science (5 Years,",Bachelor and,Master,of,25721,26924
National Institute of Technology Patna Computer Science and Engineering,with Specialization,"in Data Science (5 Years,",Bachelor and,Master,of,90787,90787
"National Institute of Technology Patna Electrical Engineering (4 Years,",Bachelor of,Technology) Home State OPEN Female-only,(including Supernumerary),50849,50849,50849,50849
"National Institute of Technology Patna Electrical Engineering (4 Years,",Bachelor of,Technology) Home State EWS Female-only,(including Supernumerary),52345,52345,52345,52345
"National Institute of Technology Patna Electrical Engineering (4 Years,",Bachelor of,Technology) Home State OBC-NCL Female-only,(including Supernumerary),55296,56860,55296,56860
"National Institute of Technology Patna Electrical Engineering (4 Years,",Bachelor of,Technology) Other State OPEN Female-only,(including Supernumerary),43509,50326,43509,50326
"National Institute of Technology Patna Electrical Engineering (4 Years,",Bachelor of,Technology) Other State EWS Female-only,(including Supernumerary),53433,53433,53433,53433
"National Institute of Technology Patna Electrical Engineering (4 Years,",Bachelor of,Technology) Other State OBC-NCL Female-only,(including Supernumerary),55591,59944,55591,59944
"National Institute of Technology Patna Electrical Engineering (4 Years,",Bachelor of,Technology) Other State ST Female-only,(including Supernumerary),298441,298441,298441,298441
National Institute of Technology Patna Electrical Engineering with Specialization,In Power,"System Engineering (5 Years, Bachelor",and Master,of,Technology,38111,40145
National Institute of Technology Patna Electrical Engineering with Specialization,In Power,"System Engineering (5 Years, Bachelor",and Master,of,Technology,64389,64389
National Institute of Technology Patna Electrical Engineering with Specialization,In Power,"System Engineering (5 Years, Bachelor",and Master,of,Technology,40262,40262
National Institute of Technology Patna Electrical Engineering with Specialization,In Power,"System Engineering (5 Years, Bachelor",and Master,of,Technology,44887,45117
National Institute of Technology Patna Electrical Engineering with Specialization,In Power,"System Engineering (5 Years, Bachelor",and Master,of,Technology,224888,224888
National Institute of Technology Patna Electrical Engineering with Specialization,In Power,"System Engineering (5 Years, Bachelor",and Master,of,Technology,32967,36713
National Institute of Technology Patna Electrical Engineering with Specialization,In Power,"System Engineering (5 Years, Bachelor",and Master,of,Technology,53076,53076
National Institute of Technology Patna Electrical Engineering with Specialization,In Power,"System Engineering (5 Years, Bachelor",and Master,of,Technology,40694,40694
National Institute of Technology Patna Electrical Engineering with Specialization,In Power,"System Engineering (5 Years, Bachelor",and Master,of,Technology,38748,40180
National Institute of Technology Patna Electrical Engineering with Specialization,In Power,"System Engineering (5 Years, Bachelor",and Master,of,Technology,61904,61904
National Institute of Technology Patna Electrical Engineering with Specialization,In Power,"System Engineering (5 Years, Bachelor",and Master,of,Technology,145029,145029
National Institute of Technology Patna Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Home State,OPEN Gender-Neutral,25221,25705,25221,25705
National Institute of Technology Patna Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Home State,OPEN Female-only,(including,Supernumerary),39106,39153
National Institute of Technology Patna Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Home State,EWS Gender-Neutral,25785,27458,25785,27458
National Institute of Technology Patna Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Home State,EWS Female-only,(including,Supernumerary),45226,45226
National Institute of Technology Patna Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Home State,OBC-NCL Gender-Neutral,27471,29429,27471,29429
National Institute of Technology Patna Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Home State,OBC-NCL Female-only,(including,Supernumerary),40637,49990
National Institute of Technology Patna Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,20617,22887,20617,22887
National Institute of Technology Patna Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Female-only,(including,Supernumerary),35463,37437
National Institute of Technology Patna Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,26748,27823,26748,27823
National Institute of Technology Patna Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Female-only,(including,Supernumerary),40287,40287
National Institute of Technology Patna Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,24754,29131,24754,29131
National Institute of Technology Patna Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Female-only,(including,Supernumerary),40868,40868
National Institute of Technology Patna Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Other State,SC Gender-Neutral,102299,105644,102299,105644
National Institute of Technology Patna Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Other State,ST Gender-Neutral,158856,158856,158856,158856
National Institute of Technology Patna Electronics and Communication Engineering,for DASA-CIWG,"(4 Years, Bachelor of Technology)",DASA-CIWG OPEN,Gender-Neutral,1270913,1270913,1270913
National Institute of Technology Patna Electronics and Communication Engineering,with Specialization,in Microelectronics and VLSI System,Design (5,"Years,",Bachelor,31058,31261
National Institute of Technology Patna Electronics and Communication Engineering,with Specialization,in Microelectronics and VLSI System,Design (5,"Years,",Bachelor,58306,58306
National Institute of Technology Patna Electronics and Communication Engineering,with Specialization,in Microelectronics and VLSI System,Design (5,"Years,",Bachelor,32115,32115
National Institute of Technology Patna Electronics and Communication Engineering,with Specialization,in Microelectronics and VLSI System,Design (5,"Years,",Bachelor,33559,34019
National Institute of Technology Patna Electronics and Communication Engineering,with Specialization,in Microelectronics and VLSI System,Design (5,"Years,",Bachelor,23797,27657
National Institute of Technology Patna Electronics and Communication Engineering,with Specialization,in Microelectronics and VLSI System,Design (5,"Years,",Bachelor,41442,41442
National Institute of Technology Patna Electronics and Communication Engineering,with Specialization,in Microelectronics and VLSI System,Design (5,"Years,",Bachelor,32094,32094
National Institute of Technology Patna Electronics and Communication Engineering,with Specialization,in Microelectronics and VLSI System,Design (5,"Years,",Bachelor,33394,33562
National Institute of Technology Patna Electronics and Communication Engineering,with Specialization,in Microelectronics and VLSI System,Design (5,"Years,",Bachelor,53830,53830
National Institute of Technology Patna Electronics Engineering (VLSI Design,and Technology),"(4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,29481,30028
National Institute of Technology Patna Electronics Engineering (VLSI Design,and Technology),"(4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,30887,30887
National Institute of Technology Patna Electronics Engineering (VLSI Design,and Technology),"(4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,33516,33516
National Institute of Technology Patna Electronics Engineering (VLSI Design,and Technology),"(4 Years, Bachelor of Technology)",Home State,OBC-NCL,Female-only (including Supernumerary),58453,58453
National Institute of Technology Patna Electronics Engineering (VLSI Design,and Technology),"(4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,142452,142452
National Institute of Technology Patna Electronics Engineering (VLSI Design,and Technology),"(4 Years, Bachelor of Technology)",Home State,ST,Gender-Neutral,303938,303938
National Institute of Technology Patna Electronics Engineering (VLSI Design,and Technology),"(4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,23330,26348
National Institute of Technology Patna Electronics Engineering (VLSI Design,and Technology),"(4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),39767,40506
National Institute of Technology Patna Electronics Engineering (VLSI Design,and Technology),"(4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,28594,29521
National Institute of Technology Patna Electronics Engineering (VLSI Design,and Technology),"(4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),45051,45051
National Institute of Technology Patna Electronics Engineering (VLSI Design,and Technology),"(4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,30619,31137
National Institute of Technology Patna Electronics Engineering (VLSI Design,and Technology),"(4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),58720,60180
National Institute of Technology Patna Electronics Engineering (VLSI Design,and Technology),"(4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,116255,125639
National Institute of Technology Patna Electronics Engineering (VLSI Design,and Technology),"(4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),160410,160410
National Institute of Technology Patna Electronics Engineering (VLSI Design,and Technology),"(4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,178109,178109
National Institute of Technology Patna Electronics Engineering (VLSI Design,and Technology),"(4 Years, Bachelor of Technology)",Other State,ST,Female-only (including Supernumerary),267612,267612
National Institute of Technology Patna Material Science and Engineering,"(5 Years,",Bachelor and Master of Technology,(Dual Degree)),Home,State,23421,69844
National Institute of Technology Patna Material Science and Engineering,"(5 Years,",Bachelor and Master of Technology,(Dual Degree)),Home,State,95714,95714
National Institute of Technology Patna Material Science and Engineering,"(5 Years,",Bachelor and Master of Technology,(Dual Degree)),Home,State,70520,70520
National Institute of Technology Patna Material Science and Engineering,"(5 Years,",Bachelor and Master of Technology,(Dual Degree)),Home,State,71260,71260
National Institute of Technology Patna Material Science and Engineering,"(5 Years,",Bachelor and Master of Technology,(Dual Degree)),Other,State,64458,64857
National Institute of Technology Patna Material Science and Engineering,"(5 Years,",Bachelor and Master of Technology,(Dual Degree)),Other,State,68860,68860
National Institute of Technology Patna Material Science and Engineering,"(5 Years,",Bachelor and Master of Technology,(Dual Degree)),Other,State,71294,71294
National Institute of Technology Patna Material Science and Engineering,"(5 Years,",Bachelor and Master of Technology,(Dual Degree)),Other,State,66003,66003
National Institute of Technology Patna Material Science and Engineering,"(5 Years,",Bachelor and Master of Technology,(Dual Degree)),Other,State,190329,190329
National Institute of Technology Patna Mathematics and Computing Technology,"(5 Years,",Bachelor and Master of Technology,(Dual Degree)),Home,State,28804,28804
National Institute of Technology Patna Mathematics and Computing Technology,"(5 Years,",Bachelor and Master of Technology,(Dual Degree)),Other,State,22820,22820
National Institute of Technology Patna Mathematics and Computing Technology,"(5 Years,",Bachelor and Master of Technology,(Dual Degree)),Other,State,39861,39861
National Institute of Technology Patna Mathematics and Computing Technology,"(5 Years,",Bachelor and Master of Technology,(Dual Degree)),Other,State,23182,23182
National Institute of Technology Patna Mathematics and Computing Technology,"(5 Years,",Bachelor and Master of Technology,(Dual Degree)),Other,State,26931,26931
"National Institute of Technology Patna Mechanical Engineering (4 Years,",Bachelor of,Technology) Home State OPEN Female-only,(including Supernumerary),43456,60965,43456,60965
"National Institute of Technology Patna Mechanical Engineering (4 Years,",Bachelor of,Technology) Home State EWS Female-only,(including Supernumerary),66687,66687,66687,66687
"National Institute of Technology Patna Mechanical Engineering (4 Years,",Bachelor of,Technology) Home State OBC-NCL Female-only,(including Supernumerary),70696,79674,70696,79674
"National Institute of Technology Patna Mechanical Engineering (4 Years,",Bachelor of,Technology) Home State ST Female-only,(including Supernumerary),481298,481298,481298,481298
"National Institute of Technology Patna Mechanical Engineering (4 Years,",Bachelor of,Technology) Other State OPEN Female-only,(including Supernumerary),62927,68453,62927,68453
"National Institute of Technology Patna Mechanical Engineering (4 Years,",Bachelor of,Technology) Other State EWS Female-only,(including Supernumerary),69833,69833,69833,69833
"National Institute of Technology Patna Mechanical Engineering (4 Years,",Bachelor of,Technology) Other State OBC-NCL Female-only,(including Supernumerary),72946,76130,72946,76130
"National Institute of Technology Patna Mechanical Engineering (4 Years,",Bachelor of,Technology) Other State SC Female-only,(including Supernumerary),190699,190699,190699,190699
"National Institute of Technology Patna Mechanical Engineering (4 Years,",Bachelor of,Technology) Other State ST Female-only,(including Supernumerary),309691,309691,309691,309691
National Institute of Technology Patna Mechanical Engineering with Specialization,in Manufacturing,"and Industrial Engineering (5 Years,",Bachelor and,Master,of,49317,54563
National Institute of Technology Patna Mechanical Engineering with Specialization,in Manufacturing,"and Industrial Engineering (5 Years,",Bachelor and,Master,of,88511,88511
National Institute of Technology Patna Mechanical Engineering with Specialization,in Manufacturing,"and Industrial Engineering (5 Years,",Bachelor and,Master,of,58279,58279
National Institute of Technology Patna Mechanical Engineering with Specialization,in Manufacturing,"and Industrial Engineering (5 Years,",Bachelor and,Master,of,55074,56283
National Institute of Technology Patna Mechanical Engineering with Specialization,in Manufacturing,"and Industrial Engineering (5 Years,",Bachelor and,Master,of,89095,89095
National Institute of Technology Patna Mechanical Engineering with Specialization,in Manufacturing,"and Industrial Engineering (5 Years,",Bachelor and,Master,of,46549,48215
National Institute of Technology Patna Mechanical Engineering with Specialization,in Manufacturing,"and Industrial Engineering (5 Years,",Bachelor and,Master,of,79452,79452
National Institute of Technology Patna Mechanical Engineering with Specialization,in Manufacturing,"and Industrial Engineering (5 Years,",Bachelor and,Master,of,52063,52063
National Institute of Technology Patna Mechanical Engineering with Specialization,in Manufacturing,"and Industrial Engineering (5 Years,",Bachelor and,Master,of,50218,52917
National Institute of Technology Patna Mechanical Engineering with Specialization,in Manufacturing,"and Industrial Engineering (5 Years,",Bachelor and,Master,of,89551,89551
National Institute of Technology Patna Mechanical Engineering with Specialization,in Manufacturing,"and Industrial Engineering (5 Years,",Bachelor and,Master,of,170530,170530
National Institute of Technology Patna Mechanical Engineering with Specialization,in Manufacturing,"and Industrial Engineering (5 Years,",Bachelor and,Master,of,232132,232132
National Institute of Technology Patna Mechatronics and Automation Engineering,"(4 Years,",Bachelor of Technology) Home State,OPEN Gender-Neutral,32680,34535,32680,34535
National Institute of Technology Patna Mechatronics and Automation Engineering,"(4 Years,",Bachelor of Technology) Home State,EWS Gender-Neutral,35951,35951,35951,35951
National Institute of Technology Patna Mechatronics and Automation Engineering,"(4 Years,",Bachelor of Technology) Home State,OBC-NCL Gender-Neutral,36092,44565,36092,44565
National Institute of Technology Patna Mechatronics and Automation Engineering,"(4 Years,",Bachelor of Technology) Home State,OBC-NCL Female-only,(including,Supernumerary),74705,74705
National Institute of Technology Patna Mechatronics and Automation Engineering,"(4 Years,",Bachelor of Technology) Home State,ST Gender-Neutral,444883,444883,444883,444883
National Institute of Technology Patna Mechatronics and Automation Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,29012,29410,29012,29410
National Institute of Technology Patna Mechatronics and Automation Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Female-only,(including,Supernumerary),49447,49447
National Institute of Technology Patna Mechatronics and Automation Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,33982,33982,33982,33982
National Institute of Technology Patna Mechatronics and Automation Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,34524,38578,34524,38578
National Institute of Technology Patna Mechatronics and Automation Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Female-only,(including,Supernumerary),75360,75360
"National Institute of Technology Puducherry Civil Engineering (4 Years,",Bachelor of,Technology) All India ST Female-only,(including Supernumerary),289371,289371,289371,289371
"National Institute of Technology Puducherry Civil Engineering (4 Years,",Bachelor of,Technology) Home State OPEN Female-only,(including Supernumerary),156199,204611,156199,204611
"National Institute of Technology Puducherry Civil Engineering (4 Years,",Bachelor of,Technology) Home State OBC-NCL Female-only,(including Supernumerary),350963,350963,350963,350963
"National Institute of Technology Puducherry Civil Engineering (4 Years,",Bachelor of,Technology) Other State OPEN Female-only,(including Supernumerary),88357,89000,88357,89000
"National Institute of Technology Puducherry Civil Engineering (4 Years,",Bachelor of,Technology) Other State EWS Female-only,(including Supernumerary),94435,94435,94435,94435
"National Institute of Technology Puducherry Civil Engineering (4 Years,",Bachelor of,Technology) Other State OBC-NCL Female-only,(including Supernumerary),89238,89238,89238,89238
National Institute of Technology Puducherry Computer Science and Engineering,"(4 Years,",Bachelor of Technology) Home State,OPEN Gender-Neutral,33724,66320,33724,66320
National Institute of Technology Puducherry Computer Science and Engineering,"(4 Years,",Bachelor of Technology) Home State,OPEN (PwD),Female-only,(including,525481,525481
National Institute of Technology Puducherry Computer Science and Engineering,"(4 Years,",Bachelor of Technology) Home State,EWS Gender-Neutral,580755,580755,580755,580755
National Institute of Technology Puducherry Computer Science and Engineering,"(4 Years,",Bachelor of Technology) Home State,OBC-NCL Gender-Neutral,80622,80622,80622,80622
National Institute of Technology Puducherry Computer Science and Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,19967,21794,19967,21794
National Institute of Technology Puducherry Computer Science and Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Female-only,(including,Supernumerary),30050,30050
National Institute of Technology Puducherry Computer Science and Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,23197,25763,23197,25763
National Institute of Technology Puducherry Computer Science and Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,29842,30526,29842,30526
National Institute of Technology Puducherry Computer Science and Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Female-only,(including,Supernumerary),40654,40654
National Institute of Technology Puducherry Computer Science and Engineering,"(4 Years,",Bachelor of Technology) Other State,SC Gender-Neutral,89154,95813,89154,95813
National Institute of Technology Puducherry Computer Science and Engineering,"(4 Years,",Bachelor of Technology) Other State,ST Gender-Neutral,91041,91041,91041,91041
National Institute of Technology Puducherry Computer Science and Engineering,"(4 Years,",Bachelor of Technology) Other State,ST Female-only,(including,Supernumerary),145293,145293
National Institute of Technology Puducherry Computer Science and Engineering,for DASA-CIWG,"(4 Years, Bachelor of Technology)",DASA-CIWG OPEN,Gender-Neutral,113367,113367,214464
National Institute of Technology Puducherry Computer Science and Engineering,for DASA-Non,"CIWG (4 Years, Bachelor of",Technology) DASA-Non,CIWG,OPEN,666619,666619
National Institute of Technology Puducherry Electrical and Electronics Engineering,"(4 Years,",Bachelor of Technology) All India,EWS Gender-Neutral,46357,47715,46357,47715
National Institute of Technology Puducherry Electrical and Electronics Engineering,"(4 Years,",Bachelor of Technology) All India,EWS Female-only,(including,Supernumerary),62054,62054
National Institute of Technology Puducherry Electrical and Electronics Engineering,"(4 Years,",Bachelor of Technology) All India,ST Gender-Neutral,151008,151008,151008,151008
National Institute of Technology Puducherry Electrical and Electronics Engineering,"(4 Years,",Bachelor of Technology) All India,ST Female-only,(including,Supernumerary),211317,211317
National Institute of Technology Puducherry Electrical and Electronics Engineering,"(4 Years,",Bachelor of Technology) Home State,OPEN Gender-Neutral,121967,153087,121967,153087
National Institute of Technology Puducherry Electrical and Electronics Engineering,"(4 Years,",Bachelor of Technology) Home State,OBC-NCL Gender-Neutral,155400,177101,155400,177101
National Institute of Technology Puducherry Electrical and Electronics Engineering,"(4 Years,",Bachelor of Technology) Home State,OBC-NCL Female-only,(including,Supernumerary),160297,160297
National Institute of Technology Puducherry Electrical and Electronics Engineering,"(4 Years,",Bachelor of Technology) Home State,SC Gender-Neutral,288032,323972,288032,323972
National Institute of Technology Puducherry Electrical and Electronics Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,35930,43171,35930,43171
National Institute of Technology Puducherry Electrical and Electronics Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Female-only,(including,Supernumerary),52051,52093
National Institute of Technology Puducherry Electrical and Electronics Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,47926,48562,47926,48562
National Institute of Technology Puducherry Electrical and Electronics Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,44733,46653,44733,46653
National Institute of Technology Puducherry Electrical and Electronics Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Female-only,(including,Supernumerary),54904,59852
National Institute of Technology Puducherry Electrical and Electronics Engineering,"(4 Years,",Bachelor of Technology) Other State,SC Gender-Neutral,138062,144964,138062,144964
National Institute of Technology Puducherry Electrical and Electronics Engineering,"(4 Years,",Bachelor of Technology) Other State,ST Gender-Neutral,223814,223814,223814,223814
National Institute of Technology Puducherry Electrical and Electronics Engineering,"(4 Years,",Bachelor of Technology) Other State,ST Female-only,(including,Supernumerary),296675,296675
National Institute of Technology Puducherry Electrical and Electronics Engineering,for DASA-CIWG,"(4 Years, Bachelor of Technology)",DASA-CIWG OPEN,Gender-Neutral,462135,462135,462135
National Institute of Technology Puducherry Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) All India,EWS Gender-Neutral,31345,31345,31345,31345
National Institute of Technology Puducherry Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) All India,ST Gender-Neutral,164995,164995,164995,164995
National Institute of Technology Puducherry Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Home State,OPEN Gender-Neutral,84221,89181,84221,89181
National Institute of Technology Puducherry Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Home State,OPEN Female-only,(including,Supernumerary),104724,104724
National Institute of Technology Puducherry Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Home State,OBC-NCL Gender-Neutral,116492,129200,116492,129200
National Institute of Technology Puducherry Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Home State,OBC-NCL Female-only,(including,Supernumerary),111878,134564
National Institute of Technology Puducherry Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Home State,SC Gender-Neutral,279925,279925,279925,279925
National Institute of Technology Puducherry Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,25248,31341,25248,31341
National Institute of Technology Puducherry Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Female-only,(including,Supernumerary),36234,36234
National Institute of Technology Puducherry Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,32587,34571,32587,34571
National Institute of Technology Puducherry Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,32561,37600,32561,37600
National Institute of Technology Puducherry Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Female-only,(including,Supernumerary),53296,53296
National Institute of Technology Puducherry Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Other State,SC Gender-Neutral,111677,111677,111677,111677
National Institute of Technology Puducherry Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Other State,ST Gender-Neutral,165748,185310,165748,185310
National Institute of Technology Puducherry Electronics and Communication Engineering,for DASA-CIWG,"(4 Years, Bachelor of Technology)",DASA-CIWG OPEN,Gender-Neutral,258207,258207,417977
"National Institute of Technology Puducherry Mechanical Engineering (4 Years,",Bachelor of,Technology) All India EWS Female-only,(including Supernumerary),76915,76915,76915,76915
"National Institute of Technology Puducherry Mechanical Engineering (4 Years,",Bachelor of,Technology) All India ST Female-only,(including Supernumerary),289871,289871,289871,289871
"National Institute of Technology Puducherry Mechanical Engineering (4 Years,",Bachelor of,Technology) Home State OPEN Female-only,(including Supernumerary),205593,205593,205593,205593
"National Institute of Technology Puducherry Mechanical Engineering (4 Years,",Bachelor of,Technology) Home State OBC-NCL Female-only,(including Supernumerary),218591,218591,218591,218591
"National Institute of Technology Puducherry Mechanical Engineering (4 Years,",Bachelor of,Technology) Other State OPEN Female-only,(including Supernumerary),61081,67916,61081,67916
"National Institute of Technology Puducherry Mechanical Engineering (4 Years,",Bachelor of,Technology) Other State OBC-NCL Female-only,(including Supernumerary),75194,81536,75194,81536
"National Institute of Technology Puducherry Mechanical Engineering (4 Years,",Bachelor of,Technology) Other State SC Female-only,(including Supernumerary),175466,175466,175466,175466
National Institute of Technology Raipur Bio Medical Engineering (4,"Years, Bachelor",of Technology) Home State OPEN,Female-only (including,Supernumerary),154497,154497,156951
National Institute of Technology Raipur Bio Medical Engineering (4,"Years, Bachelor",of Technology) Home State OBC-NCL,Female-only (including,Supernumerary),192089,192089,197319
National Institute of Technology Raipur Bio Medical Engineering (4,"Years, Bachelor",of Technology) Home State SC,Female-only (including,Supernumerary),316478,316478,316478
National Institute of Technology Raipur Bio Medical Engineering (4,"Years, Bachelor",of Technology) Other State OPEN,Female-only (including,Supernumerary),85212,85212,88170
National Institute of Technology Raipur Bio Medical Engineering (4,"Years, Bachelor",of Technology) Other State EWS,Female-only (including,Supernumerary),101807,101807,101807
National Institute of Technology Raipur Bio Medical Engineering (4,"Years, Bachelor",of Technology) Other State OBC-NCL,Female-only (including,Supernumerary),96420,96420,103915
National Institute of Technology Raipur Bio Medical Engineering (4,"Years, Bachelor",of Technology) Other State OBC-NCL,(PwD) Gender-Neutral,1322978,1322978,1322978,1322978
National Institute of Technology Raipur Bio Medical Engineering (4,"Years, Bachelor",of Technology) Other State SC,Female-only (including,Supernumerary),228142,228142,229521
"National Institute of Technology Raipur Bio Technology (4 Years,",Bachelor of,Technology) Home State OPEN Female-only,(including Supernumerary),147922,147922,147922,147922
"National Institute of Technology Raipur Bio Technology (4 Years,",Bachelor of,Technology) Home State EWS Female-only,(including Supernumerary),160007,160007,160007,160007
"National Institute of Technology Raipur Bio Technology (4 Years,",Bachelor of,Technology) Home State OBC-NCL Female-only,(including Supernumerary),155688,186858,155688,186858
"National Institute of Technology Raipur Bio Technology (4 Years,",Bachelor of,Technology) Home State ST Female-only,(including Supernumerary),358086,358086,358086,358086
"National Institute of Technology Raipur Bio Technology (4 Years,",Bachelor of,Technology) Other State OPEN Female-only,(including Supernumerary),71496,72977,71496,72977
"National Institute of Technology Raipur Bio Technology (4 Years,",Bachelor of,Technology) Other State OBC-NCL Female-only,(including Supernumerary),82104,95329,82104,95329
"National Institute of Technology Raipur Bio Technology (4 Years,",Bachelor of,Technology) Other State SC Female-only,(including Supernumerary),220396,220396,220396,220396
"National Institute of Technology Raipur Chemical Engineering (4 Years,",Bachelor of,Technology) Home State OPEN Female-only,(including Supernumerary),74075,86171,74075,86171
"National Institute of Technology Raipur Chemical Engineering (4 Years,",Bachelor of,Technology) Home State OBC-NCL Female-only,(including Supernumerary),106560,106560,106560,106560
"National Institute of Technology Raipur Chemical Engineering (4 Years,",Bachelor of,Technology) Other State OPEN Female-only,(including Supernumerary),70134,71379,70134,71379
"National Institute of Technology Raipur Chemical Engineering (4 Years,",Bachelor of,Technology) Other State EWS Female-only,(including Supernumerary),75266,75266,75266,75266
"National Institute of Technology Raipur Chemical Engineering (4 Years,",Bachelor of,Technology) Other State OBC-NCL Female-only,(including Supernumerary),76140,76640,76140,76640
"National Institute of Technology Raipur Chemical Engineering (4 Years,",Bachelor of,Technology) Other State SC Female-only,(including Supernumerary),194758,194758,194758,194758
"National Institute of Technology Raipur Civil Engineering (4 Years,",Bachelor of,Technology) Home State OPEN Female-only,(including Supernumerary),94316,121134,94316,121134
"National Institute of Technology Raipur Civil Engineering (4 Years,",Bachelor of,Technology) Home State OBC-NCL Female-only,(including Supernumerary),144125,147253,144125,147253
"National Institute of Technology Raipur Civil Engineering (4 Years,",Bachelor of,Technology) Home State SC Female-only,(including Supernumerary),280840,280840,280840,280840
"National Institute of Technology Raipur Civil Engineering (4 Years,",Bachelor of,Technology) Other State OPEN Female-only,(including Supernumerary),74850,84706,74850,84706
"National Institute of Technology Raipur Civil Engineering (4 Years,",Bachelor of,Technology) Other State EWS Female-only,(including Supernumerary),93201,93201,93201,93201
"National Institute of Technology Raipur Civil Engineering (4 Years,",Bachelor of,Technology) Other State OBC-NCL Female-only,(including Supernumerary),87371,87885,87371,87885
"National Institute of Technology Raipur Civil Engineering (4 Years,",Bachelor of,Technology) Other State SC Female-only,(including Supernumerary),198610,198610,198610,198610
