Institute,Program,Degree,Quota,Category,Gender,Opening_Rank,Closing_Rank
"National Institute of Technology, Uttarakhand Electrical and Electronics Engineering","(4 Years,",Bachelor of Technology) Home State,EWS Gender-Neutral,85913,85913,85913,85913
"National Institute of Technology, Uttarakhand Electrical and Electronics Engineering","(4 Years,",Bachelor of Technology) Home State,OBC-NCL Gender-Neutral,112318,112318,112318,112318
"National Institute of Technology, Uttarakhand Electrical and Electronics Engineering","(4 Years,",Bachelor of Technology) Home State,OBC-NCL Female-only,(including,Supernumerary),205622,205622
"National Institute of Technology, Uttarakhand Electrical and Electronics Engineering","(4 Years,",Bachelor of Technology) Other State,OPEN Female-only,(including,Supernumerary),60734,60734
"National Institute of Technology, Uttarakhand Electrical and Electronics Engineering","(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,47057,48070,47057,48070
"National Institute of Technology, Uttarakhand Electrical and Electronics Engineering","(4 Years,",Bachelor of Technology) Other State,SC Female-only,(including,Supernumerary),203410,203410
"National Institute of Technology, Uttarakhand Electronics and Communication Engineering","(4 Years,",Bachelor of Technology) Home State,OBC-NCL Gender-Neutral,69546,69546,69546,69546
"National Institute of Technology, Uttarakhand Electronics and Communication Engineering","(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,42068,42068,42068,42068
"National Institute of Technology, Uttarakhand Electronics and Communication Engineering","(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,39232,39232,39232,39232
"National Institute of Technology, Uttarakhand Electronics and Communication Engineering","(4 Years,",Bachelor of Technology) Other State,OBC-NCL Female-only,(including,Supernumerary),72138,72138
"National Institute of Technology, Uttarakhand Mechanical Engineering (4 Years,",Bachelor of,Technology) All India EWS Female-only,(including Supernumerary),111302,111302,111302,111302
"National Institute of Technology, Uttarakhand Mechanical Engineering (4 Years,",Bachelor of,Technology) Other State OPEN Female-only,(including Supernumerary),107512,107512,107512,107512
"National Institute of Technology, Uttarakhand Mechanical Engineering (4 Years,",Bachelor of,Technology) Other State EWS Female-only,(including Supernumerary),114267,114267,114267,114267
"National Institute of Technology, Warangal Bio Technology (4 Years,",Bachelor of,Technology) Other State OPEN Female-only,(including Supernumerary),50922,50922,50922,50922
"National Institute of Technology, Warangal Chemical Engineering (4 Years,",Bachelor of,Technology) Other State OPEN Female-only,(including Supernumerary),39860,41004,39860,41004
"National Institute of Technology, Warangal Chemical Engineering (4 Years,",Bachelor of,Technology) Other State OBC-NCL Female-only,(including Supernumerary),49603,49603,49603,49603
"National Institute of Technology, Warangal Chemical Engineering (5 Years,",Bachelor and,Master of Technology (Dual Degree)),Home State,OBC-NCL,Gender-Neutral,33438,33438
"National Institute of Technology, Warangal Chemistry (5 Years, Integrated",Master of,Science) Home State OBC-NCL Female-only,(including Supernumerary),343564,343564,343564,343564
"National Institute of Technology, Warangal Civil Engineering (4 Years,",Bachelor of,Technology) Other State OPEN Female-only,(including Supernumerary),36568,36568,36568,36568
"National Institute of Technology, Warangal Computer Science and Engineering",( Artificial,Intelligence & Data Science) for,DASA-Non CIWG,(4,"Years,",100796,111529
"National Institute of Technology, Warangal Computer Science and Engineering","(4 Years,",Bachelor of Technology) Home State,OPEN Gender-Neutral,4059,4059,4059,4059
"National Institute of Technology, Warangal Computer Science and Engineering","(4 Years,",Bachelor of Technology) Home State,EWS Gender-Neutral,5217,5217,5217,5217
"National Institute of Technology, Warangal Computer Science and Engineering",for DASA-Non,"CIWG (4 Years, Bachelor of",Technology) DASA-Non,CIWG,OPEN,84741,84741
"National Institute of Technology, Warangal Electrical and Electronics Engineering","(4 Years,",Bachelor of Technology) Home State,OPEN Gender-Neutral,12882,13005,12882,13005
"National Institute of Technology, Warangal Electrical and Electronics Engineering","(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,9883,10190,9883,10190
"National Institute of Technology, Warangal Electrical and Electronics Engineering","(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,14421,14421,14421,14421
"National Institute of Technology, Warangal Electrical and Electronics Engineering",for DASA-Non,"CIWG (4 Years, Bachelor of",Technology) DASA-Non,CIWG,OPEN,259359,314315
"National Institute of Technology, Warangal Electronics and Communication Engineering","(4 Years,",Bachelor of Technology) Home State,OBC-NCL Gender-Neutral,10328,10328,10328,10328
"National Institute of Technology, Warangal Electronics and Communication Engineering","(4 Years,",Bachelor of Technology) Other State,OPEN (PwD),Gender-Neutral,132581,132581,132581
"National Institute of Technology, Warangal Electronics and Communication Engineering",(VLSI Design,"and Technology) (4 Years, Bachelor",of Technology),Home,State,10302,10302
"National Institute of Technology, Warangal Electronics and Communication Engineering",(VLSI Design,"and Technology) (4 Years, Bachelor",of Technology),Home,State,12193,12193
"National Institute of Technology, Warangal Electronics and Communication Engineering",(VLSI Design,"and Technology) (4 Years, Bachelor",of Technology),Other,State,7455,7455
"National Institute of Technology, Warangal Electronics and Communication Engineering",(VLSI Design,and Technology) for DASA-Non CIWG,"(4 Years,",Bachelor,of,184214,189638
"National Institute of Technology, Warangal Electronics and Communication Engineering",for DASA-Non,"CIWG (4 Years, Bachelor of",Technology) DASA-Non,CIWG,OPEN,160616,166004
"National Institute of Technology, Warangal Mechanical Engineering (4 Years,",Bachelor of,Technology) Other State OPEN Female-only,(including Supernumerary),29540,29540,29540,29540
"National Institute of Technology, Warangal Mechanical Engineering for DASA-Non",CIWG (4,"Years, Bachelor of Technology) DASA-Non",CIWG OPEN,Gender-Neutral,264569,264569,264569
"National Institute of Technology, Warangal Metallurgical and Materials Engineering","(4 Years,",Bachelor of Technology) Home State,OPEN Gender-Neutral,40703,41051,40703,41051
"National Institute of Technology, Warangal Metallurgical and Materials Engineering","(4 Years,",Bachelor of Technology) Home State,EWS Gender-Neutral,45837,45837,45837,45837
"National Institute of Technology, Warangal Metallurgical and Materials Engineering","(4 Years,",Bachelor of Technology) Home State,OBC-NCL Gender-Neutral,44202,45357,44202,45357
"National Institute of Technology, Warangal Metallurgical and Materials Engineering","(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,30375,30375,30375,30375
"National Institute of Technology, Warangal Metallurgical and Materials Engineering","(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,39329,39329,39329,39329
"National Institute of Technology, Warangal Metallurgical and Materials Engineering","(5 Years,",Bachelor and Master of Technology,(Dual Degree)),Home,State,48018,48018
"National Institute of Technology, Warangal Metallurgical and Materials Engineering","(5 Years,",Bachelor and Master of Technology,(Dual Degree)),Home,State,49002,49002
"National Institute of Technology, Warangal Physics (5 Years, Integrated",Master of,Science) Other State OBC-NCL Female-only,(including Supernumerary),81262,81262,81262,81262
"Sardar Vallabhbhai National Institute of Technology, Surat Artificial Intelligence","(4 Years,",Bachelor of Technology) Home State,OPEN Female-only,(including,Supernumerary),26961,26961
"Sardar Vallabhbhai National Institute of Technology, Surat Artificial Intelligence","(4 Years,",Bachelor of Technology) Home State,EWS Female-only,(including,Supernumerary),39009,39009
"Sardar Vallabhbhai National Institute of Technology, Surat Artificial Intelligence","(4 Years,",Bachelor of Technology) Home State,OBC-NCL Gender-Neutral,27805,28885,27805,28885
"Sardar Vallabhbhai National Institute of Technology, Surat Artificial Intelligence","(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,13134,13134,13134,13134
"Sardar Vallabhbhai National Institute of Technology, Surat Artificial Intelligence","(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,17515,17515,17515,17515
"Sardar Vallabhbhai National Institute of Technology, Surat Artificial Intelligence","(5 Years,",Integrated B. Tech. and M.,Tech.) Home,State,OPEN,24787,24787
"Sardar Vallabhbhai National Institute of Technology, Surat Artificial Intelligence","(5 Years,",Integrated B. Tech. and M.,Tech.) Home,State,EWS,28594,28594
"Sardar Vallabhbhai National Institute of Technology, Surat Artificial Intelligence","(5 Years,",Integrated B. Tech. and M.,Tech.) Home,State,OBC-NCL,47521,51266
"Sardar Vallabhbhai National Institute of Technology, Surat Artificial Intelligence",for DASA-CIWG,"(4 Years, Bachelor of Technology)",DASA-CIWG OPEN,Gender-Neutral,409897,409897,450137
"Sardar Vallabhbhai National Institute of Technology, Surat Chemical Engineering","(4 Years,",Bachelor of Technology) Home State,OBC-NCL Gender-Neutral,81382,82203,81382,82203
"Sardar Vallabhbhai National Institute of Technology, Surat Chemical Engineering","(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,40078,43041,40078,43041
"Sardar Vallabhbhai National Institute of Technology, Surat Chemical Engineering","(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,44957,45788,44957,45788
"Sardar Vallabhbhai National Institute of Technology, Surat Chemical Engineering","(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,47723,49288,47723,49288
"Sardar Vallabhbhai National Institute of Technology, Surat Chemical Engineering","(4 Years,",Bachelor of Technology) Other State,OBC-NCL Female-only,(including,Supernumerary),88836,90286
"Sardar Vallabhbhai National Institute of Technology, Surat Chemistry (5","Years, Integrated",Master of Science) All India,EWS Gender-Neutral,108239,109394,108239,109394
"Sardar Vallabhbhai National Institute of Technology, Surat Chemistry (5","Years, Integrated",Master of Science) All India,OBC-NCL Gender-Neutral,97447,105629,97447,105629
"Sardar Vallabhbhai National Institute of Technology, Surat Chemistry (5","Years, Integrated",Master of Science) All India,SC Gender-Neutral,233343,235939,233343,235939
"Sardar Vallabhbhai National Institute of Technology, Surat Chemistry (5","Years, Integrated",Master of Science) All India,ST Gender-Neutral,366204,382512,366204,382512
"Sardar Vallabhbhai National Institute of Technology, Surat Chemistry (5","Years, Integrated",Master of Science) Home State,OPEN Gender-Neutral,327381,327381,327381,327381
"Sardar Vallabhbhai National Institute of Technology, Surat Chemistry (5","Years, Integrated",Master of Science) Other State,OPEN Gender-Neutral,85616,93991,85616,93991
"Sardar Vallabhbhai National Institute of Technology, Surat Chemistry (5","Years, Integrated",Master of Science) Other State,EWS Gender-Neutral,115140,129961,115140,129961
"Sardar Vallabhbhai National Institute of Technology, Surat Chemistry (5","Years, Integrated",Master of Science) Other State,OBC-NCL Gender-Neutral,106637,116924,106637,116924
"Sardar Vallabhbhai National Institute of Technology, Surat Chemistry (5","Years, Integrated",Master of Science) Other State,SC Gender-Neutral,237117,249744,237117,249744
"Sardar Vallabhbhai National Institute of Technology, Surat Chemistry (5","Years, Integrated",Master of Science) Other State,ST Gender-Neutral,384690,384690,384690,384690
"Sardar Vallabhbhai National Institute of Technology, Surat Civil Engineering","(4 Years,",Bachelor of Technology) Home State,OPEN Gender-Neutral,81858,82198,81858,82198
"Sardar Vallabhbhai National Institute of Technology, Surat Civil Engineering","(4 Years,",Bachelor of Technology) Home State,EWS Gender-Neutral,110996,129953,110996,129953
"Sardar Vallabhbhai National Institute of Technology, Surat Civil Engineering","(4 Years,",Bachelor of Technology) Home State,OBC-NCL Gender-Neutral,118610,163436,118610,163436
"Sardar Vallabhbhai National Institute of Technology, Surat Civil Engineering","(4 Years,",Bachelor of Technology) Home State,OBC-NCL Female-only,(including,Supernumerary),172645,172645
"Sardar Vallabhbhai National Institute of Technology, Surat Civil Engineering","(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,46622,46622,46622,46622
"Sardar Vallabhbhai National Institute of Technology, Surat Civil Engineering","(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,50679,51969,50679,51969
"Sardar Vallabhbhai National Institute of Technology, Surat Civil Engineering","(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,54431,55220,54431,55220
"Sardar Vallabhbhai National Institute of Technology, Surat Civil Engineering","(4 Years,",Bachelor of Technology) Other State,OBC-NCL Female-only,(including,Supernumerary),91183,91183
"Sardar Vallabhbhai National Institute of Technology, Surat Computer Science",and Engineering,"(4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,11316,11316
"Sardar Vallabhbhai National Institute of Technology, Surat Computer Science",and Engineering,"(4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,20539,21763
"Sardar Vallabhbhai National Institute of Technology, Surat Electrical Engineering","(4 Years,",Bachelor of Technology) Home State,OBC-NCL Gender-Neutral,52933,54352,52933,54352
"Sardar Vallabhbhai National Institute of Technology, Surat Electrical Engineering","(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,24316,25143,24316,25143
"Sardar Vallabhbhai National Institute of Technology, Surat Electrical Engineering","(4 Years,",Bachelor of Technology) Other State,OPEN Female-only,(including,Supernumerary),36822,36822
"Sardar Vallabhbhai National Institute of Technology, Surat Electrical Engineering","(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,27979,29292,27979,29292
"Sardar Vallabhbhai National Institute of Technology, Surat Electrical Engineering","(4 Years,",Bachelor of Technology) Other State,SC Female-only,(including,Supernumerary),148754,148754
"Sardar Vallabhbhai National Institute of Technology, Surat Electronics and",Communication Engineering,"(4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,19188,19535
"Sardar Vallabhbhai National Institute of Technology, Surat Electronics and",Communication Engineering,"(4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,23755,24664
"Sardar Vallabhbhai National Institute of Technology, Surat Electronics and",Communication Engineering,"(4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,17191,17293
"Sardar Vallabhbhai National Institute of Technology, Surat Electronics and",Communication Engineering,"(4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,19992,19992
"Sardar Vallabhbhai National Institute of Technology, Surat Electronics and",Communication Engineering,"for DASA-CIWG (4 Years, Bachelor",of Technology),DASA-CIWG,OPEN,358608,358608
"Sardar Vallabhbhai National Institute of Technology, Surat Electronics and",VLSI Engineering,"(4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,24772,24819
"Sardar Vallabhbhai National Institute of Technology, Surat Electronics and",VLSI Engineering,"(4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),27023,27023
"Sardar Vallabhbhai National Institute of Technology, Surat Electronics and",VLSI Engineering,"(4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,25081,25081
"Sardar Vallabhbhai National Institute of Technology, Surat Electronics and",VLSI Engineering,"(4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,18698,18945
"Sardar Vallabhbhai National Institute of Technology, Surat Electronics and",VLSI Engineering,"(4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,22735,22735
"Sardar Vallabhbhai National Institute of Technology, Surat Electronics and",VLSI Engineering,"for DASA-CIWG (4 Years, Bachelor",of Technology),DASA-CIWG,OPEN,431723,431723
"Sardar Vallabhbhai National Institute of Technology, Surat Engineering Physics","(4 Years,",Bachelor of Technology) Home State,ST Gender-Neutral,512940,512940,512940,512940
"Sardar Vallabhbhai National Institute of Technology, Surat Engineering Physics","(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,36199,42937,36199,42937
"Sardar Vallabhbhai National Institute of Technology, Surat Engineering Physics","(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,46152,46152,46152,46152
"Sardar Vallabhbhai National Institute of Technology, Surat Industrial Chemistry","(4 Years,",Bachelor of Technology) All India,EWS Gender-Neutral,58199,58199,58199,58199
"Sardar Vallabhbhai National Institute of Technology, Surat Industrial Chemistry","(4 Years,",Bachelor of Technology) All India,OBC-NCL Female-only,(including,Supernumerary),95561,95561
"Sardar Vallabhbhai National Institute of Technology, Surat Industrial Chemistry","(4 Years,",Bachelor of Technology) Home State,OPEN Female-only,(including,Supernumerary),104131,104131
"Sardar Vallabhbhai National Institute of Technology, Surat Industrial Chemistry","(4 Years,",Bachelor of Technology) Home State,EWS Gender-Neutral,243691,243691,243691,243691
"Sardar Vallabhbhai National Institute of Technology, Surat Industrial Chemistry","(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,53700,53700,53700,53700
"Sardar Vallabhbhai National Institute of Technology, Surat Industrial Chemistry","(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,59181,59181,59181,59181
"Sardar Vallabhbhai National Institute of Technology, Surat Industrial Chemistry","(4 Years,",Bachelor of Technology) Other State,OBC-NCL Female-only,(including,Supernumerary),98380,98380
"Sardar Vallabhbhai National Institute of Technology, Surat Mathematics (5","Years, Integrated",Master of Science) All India,EWS Gender-Neutral,73660,76323,73660,76323
"Sardar Vallabhbhai National Institute of Technology, Surat Mathematics (5","Years, Integrated",Master of Science) All India,OBC-NCL Gender-Neutral,61795,62018,61795,62018
"Sardar Vallabhbhai National Institute of Technology, Surat Mathematics (5","Years, Integrated",Master of Science) All India,SC Gender-Neutral,211568,211568,211568,211568
"Sardar Vallabhbhai National Institute of Technology, Surat Mathematics (5","Years, Integrated",Master of Science) Home State,OPEN Gender-Neutral,129814,144066,129814,144066
"Sardar Vallabhbhai National Institute of Technology, Surat Mathematics (5","Years, Integrated",Master of Science) Home State,ST Gender-Neutral,764934,764934,764934,764934
"Sardar Vallabhbhai National Institute of Technology, Surat Mathematics (5","Years, Integrated",Master of Science) Other State,OPEN Gender-Neutral,59320,59320,59320,59320
"Sardar Vallabhbhai National Institute of Technology, Surat Mathematics (5","Years, Integrated",Master of Science) Other State,EWS Gender-Neutral,83846,85666,83846,85666
"Sardar Vallabhbhai National Institute of Technology, Surat Mathematics (5","Years, Integrated",Master of Science) Other State,OBC-NCL Gender-Neutral,82486,90242,82486,90242
"Sardar Vallabhbhai National Institute of Technology, Surat Mathematics (5","Years, Integrated",Master of Science) Other State,SC Gender-Neutral,223289,226505,223289,226505
"Sardar Vallabhbhai National Institute of Technology, Surat Mathematics and",Computing (4,"Years, Bachelor of Technology) Home",State OPEN,Gender-Neutral,16374,16374,16374
"Sardar Vallabhbhai National Institute of Technology, Surat Mathematics and",Computing (4,"Years, Bachelor of Technology) Home",State EWS,Gender-Neutral,23743,23743,23743
"Sardar Vallabhbhai National Institute of Technology, Surat Mathematics and",Computing (4,"Years, Bachelor of Technology) Other",State OPEN,Gender-Neutral,13342,13342,13533
"Sardar Vallabhbhai National Institute of Technology, Surat Mechanical Engineering","(4 Years,",Bachelor of Technology) Home State,OBC-NCL Gender-Neutral,69075,70433,69075,70433
"Sardar Vallabhbhai National Institute of Technology, Surat Mechanical Engineering","(4 Years,",Bachelor of Technology) Home State,OBC-NCL Female-only,(including,Supernumerary),161869,161869
"Sardar Vallabhbhai National Institute of Technology, Surat Mechanical Engineering","(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,31769,32865,31769,32865
"Sardar Vallabhbhai National Institute of Technology, Surat Mechanical Engineering","(4 Years,",Bachelor of Technology) Other State,OPEN Female-only,(including,Supernumerary),54826,60177
"Sardar Vallabhbhai National Institute of Technology, Surat Mechanical Engineering","(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,35964,39193,35964,39193
"Sardar Vallabhbhai National Institute of Technology, Surat Mechanical Engineering","(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,39771,41301,39771,41301
"Sardar Vallabhbhai National Institute of Technology, Surat Mechanical Engineering","(4 Years,",Bachelor of Technology) Other State,OBC-NCL Female-only,(including,Supernumerary),69652,77562
"Sardar Vallabhbhai National Institute of Technology, Surat Mechanical Engineering","(4 Years,",Bachelor of Technology) Other State,SC Gender-Neutral,134946,137063,134946,137063
"Sardar Vallabhbhai National Institute of Technology, Surat Physics (5","Years, Integrated",Master of Science) All India,EWS Gender-Neutral,88990,88990,88990,88990
"Sardar Vallabhbhai National Institute of Technology, Surat Physics (5","Years, Integrated",Master of Science) All India,OBC-NCL Gender-Neutral,62267,74713,62267,74713
"Sardar Vallabhbhai National Institute of Technology, Surat Physics (5","Years, Integrated",Master of Science) Home State,OPEN Gender-Neutral,104055,104055,104055,104055
"Sardar Vallabhbhai National Institute of Technology, Surat Physics (5","Years, Integrated",Master of Science) Other State,OPEN Gender-Neutral,61943,61943,61943,61943
"Sardar Vallabhbhai National Institute of Technology, Surat Physics (5","Years, Integrated",Master of Science) Other State,EWS Gender-Neutral,90369,93481,90369,93481
"Sardar Vallabhbhai National Institute of Technology, Surat Physics (5","Years, Integrated",Master of Science) Other State,OBC-NCL Gender-Neutral,84192,94482,84192,94482
"Sardar Vallabhbhai National Institute of Technology, Surat Physics (5","Years, Integrated",Master of Science) Other State,SC Gender-Neutral,229928,235335,229928,235335
"Sardar Vallabhbhai National Institute of Technology, Surat Physics (5","Years, Integrated",Master of Science) Other State,ST Gender-Neutral,380882,380882,380882,380882
"Visvesvaraya National Institute of Technology, Nagpur Architecture (5 Years,",Bachelor of,Architecture) Other State EWS Female-only,(including Supernumerary),4917,4917,4917,4917
"Visvesvaraya National Institute of Technology, Nagpur Chemical Engineering (4","Years, Bachelor",of Technology) Home State OBC-NCL,Female-only (including,Supernumerary),67036,67036,67036
"Visvesvaraya National Institute of Technology, Nagpur Chemical Engineering (4","Years, Bachelor",of Technology) Other State OBC-NCL,Female-only (including,Supernumerary),77685,77685,77685
"Visvesvaraya National Institute of Technology, Nagpur Civil Engineering (4","Years, Bachelor",of Technology) Other State OPEN,Female-only (including,Supernumerary),60667,60667,60667
"Visvesvaraya National Institute of Technology, Nagpur Civil Engineering (4","Years, Bachelor",of Technology) Other State EWS,Female-only (including,Supernumerary),76373,76373,76373
"Visvesvaraya National Institute of Technology, Nagpur Civil Engineering (4","Years, Bachelor",of Technology) Other State OBC-NCL,Female-only (including,Supernumerary),79445,79445,83126
"Visvesvaraya National Institute of Technology, Nagpur Computer Science and",Engineering (4,"Years, Bachelor of Technology) Home",State OPEN,Gender-Neutral,7264,7264,7264
"Visvesvaraya National Institute of Technology, Nagpur Electrical and Electronics",Engineering (4,"Years, Bachelor of Technology) Home",State OPEN,Gender-Neutral,19797,19797,20014
"Visvesvaraya National Institute of Technology, Nagpur Electrical and Electronics",Engineering (4,"Years, Bachelor of Technology) Home",State EWS,Gender-Neutral,25622,25622,27227
"Visvesvaraya National Institute of Technology, Nagpur Electrical and Electronics",Engineering (4,"Years, Bachelor of Technology) Home",State OBC-NCL,Gender-Neutral,25072,25072,25072
"Visvesvaraya National Institute of Technology, Nagpur Electrical and Electronics",Engineering (4,"Years, Bachelor of Technology) Home",State OBC-NCL,Female-only,(including,48722,48722
"Visvesvaraya National Institute of Technology, Nagpur Electrical and Electronics",Engineering (4,"Years, Bachelor of Technology) Other",State OPEN,Gender-Neutral,19617,19617,20075
"Visvesvaraya National Institute of Technology, Nagpur Electrical and Electronics",Engineering (4,"Years, Bachelor of Technology) Other",State OPEN,Female-only,(including,31275,31275
"Visvesvaraya National Institute of Technology, Nagpur Electrical and Electronics",Engineering (4,"Years, Bachelor of Technology) Other",State EWS,Gender-Neutral,21317,21317,23772
"Visvesvaraya National Institute of Technology, Nagpur Electrical and Electronics",Engineering (4,"Years, Bachelor of Technology) Other",State OBC-NCL,Gender-Neutral,24733,24733,24733
"Visvesvaraya National Institute of Technology, Nagpur Electronics and Communication",Engineering (4,"Years, Bachelor of Technology) Home",State OPEN,Gender-Neutral,12493,12493,12964
"Visvesvaraya National Institute of Technology, Nagpur Electronics and Communication",Engineering (4,"Years, Bachelor of Technology) Home",State OPEN,Female-only,(including,22727,22727
"Visvesvaraya National Institute of Technology, Nagpur Electronics and Communication",Engineering (4,"Years, Bachelor of Technology) Home",State OBC-NCL,Female-only,(including,33758,33758
"Visvesvaraya National Institute of Technology, Nagpur Electronics and Communication",Engineering (4,"Years, Bachelor of Technology) Other",State OPEN,Gender-Neutral,13640,13640,13941
"Visvesvaraya National Institute of Technology, Nagpur Electronics and Communication",Engineering (4,"Years, Bachelor of Technology) Other",State EWS,Gender-Neutral,14892,14892,14892
"Visvesvaraya National Institute of Technology, Nagpur Electronics and Communication",Engineering (4,"Years, Bachelor of Technology) Other",State OBC-NCL,Female-only,(including,28326,28326
"Visvesvaraya National Institute of Technology, Nagpur Electronics and Communication",Engineering for,"DASA-CIWG (4 Years, Bachelor of",Technology) DASA-CIWG,OPEN,Gender-Neutral,270474,270474
"Visvesvaraya National Institute of Technology, Nagpur Mechanical Engineering (4","Years, Bachelor",of Technology) Home State OBC-NCL,Female-only (including,Supernumerary),64391,64391,64391
"Visvesvaraya National Institute of Technology, Nagpur Mechanical Engineering (4","Years, Bachelor",of Technology) Other State EWS,Female-only (including,Supernumerary),47903,47903,47903
"Visvesvaraya National Institute of Technology, Nagpur Metallurgical and Materials",Engineering (4,"Years, Bachelor of Technology) Home",State OPEN,Gender-Neutral,52974,52974,53434
"Visvesvaraya National Institute of Technology, Nagpur Metallurgical and Materials",Engineering (4,"Years, Bachelor of Technology) Home",State OPEN,Female-only,(including,68619,68619
"Visvesvaraya National Institute of Technology, Nagpur Metallurgical and Materials",Engineering (4,"Years, Bachelor of Technology) Home",State EWS,Gender-Neutral,79792,79792,79792
"Visvesvaraya National Institute of Technology, Nagpur Metallurgical and Materials",Engineering (4,"Years, Bachelor of Technology) Home",State OBC-NCL,Gender-Neutral,66041,66041,69876
"Visvesvaraya National Institute of Technology, Nagpur Metallurgical and Materials",Engineering (4,"Years, Bachelor of Technology) Home",State OBC-NCL,Female-only,(including,118292,118292
"Visvesvaraya National Institute of Technology, Nagpur Metallurgical and Materials",Engineering (4,"Years, Bachelor of Technology) Other",State OPEN,Gender-Neutral,45961,45961,45961
"Visvesvaraya National Institute of Technology, Nagpur Metallurgical and Materials",Engineering (4,"Years, Bachelor of Technology) Other",State OPEN,Female-only,(including,68016,68016
"Visvesvaraya National Institute of Technology, Nagpur Metallurgical and Materials",Engineering (4,"Years, Bachelor of Technology) Other",State EWS,Gender-Neutral,51478,51478,52351
"Visvesvaraya National Institute of Technology, Nagpur Metallurgical and Materials",Engineering (4,"Years, Bachelor of Technology) Other",State OBC-NCL,Gender-Neutral,55302,55302,59028
"Visvesvaraya National Institute of Technology, Nagpur Metallurgical and Materials",Engineering (4,"Years, Bachelor of Technology) Other",State OBC-NCL,Female-only,(including,81739,87371
"Visvesvaraya National Institute of Technology, Nagpur Mining Engineering (4","Years, Bachelor",of Technology) Home State OBC-NCL,Female-only (including,Supernumerary),295414,295414,295414
"Visvesvaraya National Institute of Technology, Nagpur Mining Engineering (4","Years, Bachelor",of Technology) Other State OPEN,Female-only (including,Supernumerary),83718,83718,87882
"Visvesvaraya National Institute of Technology, Nagpur Mining Engineering (4","Years, Bachelor",of Technology) Other State OBC-NCL,Female-only (including,Supernumerary),94772,94772,99459
"National Institute of Technology, Andhra Pradesh Bio Technology (4","Years, Bachelor",of Technology) Home State OBC-NCL,Female-only (including,Supernumerary),119360,119360,119360
"National Institute of Technology, Andhra Pradesh Bio Technology (4","Years, Bachelor",of Technology) Other State EWS,Female-only (including,Supernumerary),134138,134138,134138
"National Institute of Technology, Andhra Pradesh Bio Technology (4","Years, Bachelor",of Technology) Other State OBC-NCL,Female-only (including,Supernumerary),136882,136882,136882
"National Institute of Technology, Andhra Pradesh Chemical Engineering (4","Years, Bachelor",of Technology) Home State OBC-NCL,Female-only (including,Supernumerary),101679,101679,101679
"National Institute of Technology, Andhra Pradesh Chemical Engineering (4","Years, Bachelor",of Technology) Other State EWS,Female-only (including,Supernumerary),135271,135271,135271
"National Institute of Technology, Andhra Pradesh Chemical Engineering (4","Years, Bachelor",of Technology) Other State OBC-NCL,Female-only (including,Supernumerary),133935,133935,133935
"National Institute of Technology, Andhra Pradesh Civil Engineering (4","Years, Bachelor",of Technology) Other State OPEN,Female-only (including,Supernumerary),102513,102513,102513
"National Institute of Technology, Andhra Pradesh Civil Engineering (4","Years, Bachelor",of Technology) Other State OBC-NCL,Female-only (including,Supernumerary),138765,138765,138765
"National Institute of Technology, Andhra Pradesh Computer Science and",Engineering (4,"Years, Bachelor of Technology) Other",State EWS,Gender-Neutral,30370,30370,30684
