Institute,Program,Degree,Quota,Category,Gender,Opening_Rank,Closing_Rank
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Bio Technology,"(4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,98684,103671
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Bio Technology,"(4 Years, Bachelor of Technology)",Home State,EWS,Female-only (including Supernumerary),153051,153051
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Bio Technology,"(4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,182169,220552
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Bio Technology,"(4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,261614,261614
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Bio Technology,"(4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,59170,60293
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Bio Technology,"(4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,63961,63961
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Chemical Engineering,"(4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,66693,67394
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Chemical Engineering,"(4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,73433,73433
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Chemical Engineering,"(4 Years, Bachelor of Technology)",Home State,EWS,Female-only (including Supernumerary),67701,67701
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Chemical Engineering,"(4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,151515,151515
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Chemical Engineering,"(4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,248733,248733
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Chemical Engineering,"(4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,46087,46097
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Chemical Engineering,"(4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,47262,47262
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Chemical Engineering,"(4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,49011,52653
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Civil Engineering,"(4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,81611,82536
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Civil Engineering,"(4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),86890,88704
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Civil Engineering,"(4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,108096,108096
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Civil Engineering,"(4 Years, Bachelor of Technology)",Home State,EWS,Female-only (including Supernumerary),136351,136351
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Civil Engineering,"(4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,169661,170295
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Civil Engineering,"(4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,49980,51229
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Civil Engineering,"(4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),75916,75916
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Civil Engineering,"(4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,53450,53450
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Civil Engineering,"(4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),88211,88211
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Civil Engineering,"(4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,55393,57850
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science,"and Engineering (4 Years, Bachelor",of Technology),Other,State,13732,13737
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science,"and Engineering (4 Years, Bachelor",of Technology),Other,State,24362,24362
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science,"and Engineering (4 Years, Bachelor",of Technology),Other,State,15101,15101
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science,"and Engineering (4 Years, Bachelor",of Technology),Other,State,17262,17412
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science,and Engineering for DASA-CIWG (4,"Years, Bachelor",of,Technology),497878,497878
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Data Science,"and Engineering (4 Years, Bachelor",of Technology),Home,State,21022,21022
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Data Science,"and Engineering (4 Years, Bachelor",of Technology),Other,State,28491,29384
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Data Science,"and Engineering (4 Years, Bachelor",of Technology),Other,State,23687,23687
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electrical Engineering,"(4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,33138,33460
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electrical Engineering,"(4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,41063,41063
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electrical Engineering,"(4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,25402,25402
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electrical Engineering,"(4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),40523,40523
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electrical Engineering,"(4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,29055,30627
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electrical Engineering,"(4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),156023,156023
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electronics and,"Communication Engineering (4 Years, Bachelor",of Technology),Home,State,26947,27681
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electronics and,"Communication Engineering (4 Years, Bachelor",of Technology),Home,State,26815,26815
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electronics and,"Communication Engineering (4 Years, Bachelor",of Technology),Home,State,34154,34154
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electronics and,"Communication Engineering (4 Years, Bachelor",of Technology),Home,State,80582,80582
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electronics and,"Communication Engineering (4 Years, Bachelor",of Technology),Other,State,19723,20451
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electronics and,"Communication Engineering (4 Years, Bachelor",of Technology),Other,State,31125,31125
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electronics and,"Communication Engineering (4 Years, Bachelor",of Technology),Other,State,21535,22426
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electronics and,"Communication Engineering (4 Years, Bachelor",of Technology),Other,State,25046,25367
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electronics and,"VLSI Engineering (4 Years, Bachelor",of Technology),Home,State,29802,29802
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electronics and,"VLSI Engineering (4 Years, Bachelor",of Technology),Home,State,34806,34806
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electronics and,"VLSI Engineering (4 Years, Bachelor",of Technology),Home,State,82261,82261
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electronics and,"VLSI Engineering (4 Years, Bachelor",of Technology),Other,State,21954,23301
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electronics and,"VLSI Engineering (4 Years, Bachelor",of Technology),Other,State,24610,24610
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electronics and,"VLSI Engineering (4 Years, Bachelor",of Technology),Other,State,25427,26812
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial and,"Production Engineering (4 Years, Bachelor",of Technology),All,India,255117,255117
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial and,"Production Engineering (4 Years, Bachelor",of Technology),Home,State,79511,80500
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial and,"Production Engineering (4 Years, Bachelor",of Technology),Home,State,80506,80506
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial and,"Production Engineering (4 Years, Bachelor",of Technology),Home,State,178044,178044
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial and,"Production Engineering (4 Years, Bachelor",of Technology),Other,State,52305,52305
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial and,"Production Engineering (4 Years, Bachelor",of Technology),Other,State,54411,54411
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial and,"Production Engineering (4 Years, Bachelor",of Technology),Other,State,58949,60726
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial and,"Production Engineering (4 Years, Bachelor",of Technology),Other,State,281852,295528
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Information Technology,"(4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,24035,24035
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Information Technology,"(4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),25474,25474
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Information Technology,"(4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),27322,27322
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Instrumentation and,"Control Engineering (4 Years, Bachelor",of Technology),Home,State,46532,46738
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Instrumentation and,"Control Engineering (4 Years, Bachelor",of Technology),Home,State,109710,109710
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Instrumentation and,"Control Engineering (4 Years, Bachelor",of Technology),Other,State,30065,30065
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Instrumentation and,"Control Engineering (4 Years, Bachelor",of Technology),Other,State,37757,37938
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Mathematics and,"Computing (4 Years, Bachelor of",Technology) Home,State,OPEN,25343,25343
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Mathematics and,"Computing (4 Years, Bachelor of",Technology) Home,State,EWS,33560,33560
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Mathematics and,"Computing (4 Years, Bachelor of",Technology) Other,State,OPEN,18044,18474
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Mathematics and,"Computing (4 Years, Bachelor of",Technology) Other,State,OPEN,30332,30332
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Mathematics and,"Computing (4 Years, Bachelor of",Technology) Other,State,OBC-NCL,24091,24091
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Mechanical Engineering,"(4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,56739,57413
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Mechanical Engineering,"(4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,72136,83940
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Mechanical Engineering,"(4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,118303,129422
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Mechanical Engineering,"(4 Years, Bachelor of Technology)",Home State,SC,Female-only (including Supernumerary),263583,263583
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Mechanical Engineering,"(4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,36370,36865
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Mechanical Engineering,"(4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),60855,60855
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Mechanical Engineering,"(4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),68351,68351
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Mechanical Engineering,"(4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,42331,43190
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Mechanical Engineering,"(4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),80945,80945
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,"(4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,133710,136040
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,"(4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,159828,159828
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,"(4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,225635,241438
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,"(4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,298570,298570
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,"(4 Years, Bachelor of Technology)",Home State,SC,Female-only (including Supernumerary),266788,266788
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,"(4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,62682,64539
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,"(4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),92035,96038
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,"(4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,65214,65214
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,"(4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),100834,100834
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,"(4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,69701,75150
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,"(4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),100072,100072
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,"(4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,202304,202304
"Malaviya National Institute of Technology Jaipur Architecture (5 Years,",Bachelor of,Architecture) Home State OBC-NCL Female-only,(including Supernumerary),8412,8412,8412,8412
Malaviya National Institute of Technology Jaipur Artificial Intelligence and,Data Engineering,"(4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,7191,7191
Malaviya National Institute of Technology Jaipur Electronics and Communication,Engineering (4,"Years, Bachelor of Technology) Other",State OPEN,Gender-Neutral,10655,10655,10827
Malaviya National Institute of Technology Jaipur Electronics and Communication,Engineering (4,"Years, Bachelor of Technology) Other",State EWS,Gender-Neutral,15091,15091,15091
Malaviya National Institute of Technology Jaipur Mechanical Engineering (4,"Years, Bachelor",of Technology) Other State OPEN,Female-only (including,Supernumerary),37644,37644,37644
Malaviya National Institute of Technology Jaipur Metallurgical and Materials,Engineering (4,"Years, Bachelor of Technology) Home",State OPEN,Gender-Neutral,38601,38601,38601
Malaviya National Institute of Technology Jaipur Metallurgical and Materials,Engineering (4,"Years, Bachelor of Technology) Other",State OPEN,Gender-Neutral,38727,38727,38727
Malaviya National Institute of Technology Jaipur Metallurgical and Materials,Engineering (4,"Years, Bachelor of Technology) Other",State OBC-NCL,Gender-Neutral,48789,48789,48789
Maulana Azad National Institute of Technology Bhopal B. Tech.,and M.,Tech. in Engineering and Computational,Mechanics (Dual,Degree),(5,50398,50398
Maulana Azad National Institute of Technology Bhopal B. Tech.,and M.,Tech. in Engineering and Computational,Mechanics (Dual,Degree),(5,37068,37068
Maulana Azad National Institute of Technology Bhopal B. Tech.,and M.,Tech. in Engineering and Computational,Mechanics (Dual,Degree),(5,122266,122266
Maulana Azad National Institute of Technology Bhopal Chemical Engineering,"(4 Years,",Bachelor of Technology) Home State,OPEN Gender-Neutral,45818,46377,45818,46377
Maulana Azad National Institute of Technology Bhopal Chemical Engineering,"(4 Years,",Bachelor of Technology) Home State,EWS Gender-Neutral,47600,49576,47600,49576
Maulana Azad National Institute of Technology Bhopal Chemical Engineering,"(4 Years,",Bachelor of Technology) Home State,OBC-NCL Gender-Neutral,53318,54652,53318,54652
Maulana Azad National Institute of Technology Bhopal Chemical Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,37810,38958,37810,38958
Maulana Azad National Institute of Technology Bhopal Chemical Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Female-only,(including,Supernumerary),46841,46841
Maulana Azad National Institute of Technology Bhopal Chemical Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,43461,43461,43461,43461
Maulana Azad National Institute of Technology Bhopal Chemical Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,47735,48164,47735,48164
Maulana Azad National Institute of Technology Bhopal Civil Engineering,"(4 Years,",Bachelor of Technology) Home State,OPEN Gender-Neutral,51683,53993,51683,53993
Maulana Azad National Institute of Technology Bhopal Civil Engineering,"(4 Years,",Bachelor of Technology) Home State,EWS Gender-Neutral,70223,70223,70223,70223
Maulana Azad National Institute of Technology Bhopal Civil Engineering,"(4 Years,",Bachelor of Technology) Home State,OBC-NCL Gender-Neutral,59275,64313,59275,64313
Maulana Azad National Institute of Technology Bhopal Civil Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,48022,48022,48022,48022
Maulana Azad National Institute of Technology Bhopal Civil Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,54226,54570,54226,54570
Maulana Azad National Institute of Technology Bhopal Computer Science,and Engineering,"(4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),17750,17750
Maulana Azad National Institute of Technology Bhopal Electrical Engineering,"(4 Years,",Bachelor of Technology) Home State,OPEN Gender-Neutral,25933,25999,25933,25999
Maulana Azad National Institute of Technology Bhopal Electrical Engineering,"(4 Years,",Bachelor of Technology) Home State,EWS Gender-Neutral,27947,28148,27947,28148
Maulana Azad National Institute of Technology Bhopal Electrical Engineering,"(4 Years,",Bachelor of Technology) Home State,OBC-NCL Gender-Neutral,31493,31493,31493,31493
Maulana Azad National Institute of Technology Bhopal Electrical Engineering,"(4 Years,",Bachelor of Technology) Home State,SC Gender-Neutral,127022,127022,127022,127022
Maulana Azad National Institute of Technology Bhopal Electrical Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,24031,24636,24031,24636
Maulana Azad National Institute of Technology Bhopal Electrical Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Female-only,(including,Supernumerary),37052,37052
Maulana Azad National Institute of Technology Bhopal Electrical Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,29935,30465,29935,30465
Maulana Azad National Institute of Technology Bhopal Electrical Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,29013,29177,29013,29177
Maulana Azad National Institute of Technology Bhopal Electronics and,Communication Engineering,"(4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,19024,19024
Maulana Azad National Institute of Technology Bhopal Electronics and,Communication Engineering,"(4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,24100,24607
Maulana Azad National Institute of Technology Bhopal Electronics and,Communication Engineering,"(4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,16561,16708
Maulana Azad National Institute of Technology Bhopal Electronics and,Communication Engineering,"(4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,22370,22370
Maulana Azad National Institute of Technology Bhopal Electronics and,Communication Engineering,"(4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),43312,43312
Maulana Azad National Institute of Technology Bhopal Energy and,Electrical Vehicle,"Engineering (4 Years, Bachelor of",Technology) Other,State,OPEN,32678,32678
Maulana Azad National Institute of Technology Bhopal Energy and,Electrical Vehicle,"Engineering (4 Years, Bachelor of",Technology) Other,State,OPEN,51561,51561
Maulana Azad National Institute of Technology Bhopal Energy and,Electrical Vehicle,"Engineering (4 Years, Bachelor of",Technology) Other,State,EWS,42743,42743
Maulana Azad National Institute of Technology Bhopal Materials Science,and Metallurgical,"Engineering (4 Years, Bachelor of",Technology) Home,State,OPEN,59054,59054
Maulana Azad National Institute of Technology Bhopal Materials Science,and Metallurgical,"Engineering (4 Years, Bachelor of",Technology) Home,State,EWS,71081,71081
Maulana Azad National Institute of Technology Bhopal Materials Science,and Metallurgical,"Engineering (4 Years, Bachelor of",Technology) Home,State,OBC-NCL,71730,72124
Maulana Azad National Institute of Technology Bhopal Materials Science,and Metallurgical,"Engineering (4 Years, Bachelor of",Technology) Home,State,SC,514841,514841
Maulana Azad National Institute of Technology Bhopal Materials Science,and Metallurgical,"Engineering (4 Years, Bachelor of",Technology) Other,State,OPEN,52088,52088
Maulana Azad National Institute of Technology Bhopal Materials Science,and Metallurgical,"Engineering (4 Years, Bachelor of",Technology) Other,State,EWS,54160,55719
Maulana Azad National Institute of Technology Bhopal Materials Science,and Metallurgical,"Engineering (4 Years, Bachelor of",Technology) Other,State,OBC-NCL,58565,59177
Maulana Azad National Institute of Technology Bhopal Materials Science,and Metallurgical,"Engineering (4 Years, Bachelor of",Technology) Other,State,OBC-NCL,94395,94395
Maulana Azad National Institute of Technology Bhopal Mathematics and,Data Science,"(5 Years, Bachelor and Master",of Technology,(Dual,Degree)),18092,18092
Maulana Azad National Institute of Technology Bhopal Mathematics and,Data Science,"(5 Years, Bachelor and Master",of Technology,(Dual,Degree)),168504,168504
Maulana Azad National Institute of Technology Bhopal Mechanical Engineering,"(4 Years,",Bachelor of Technology) Home State,OPEN Gender-Neutral,37527,37527,37527,37527
Maulana Azad National Institute of Technology Bhopal Mechanical Engineering,"(4 Years,",Bachelor of Technology) Home State,EWS Gender-Neutral,44541,44541,44541,44541
Maulana Azad National Institute of Technology Bhopal Mechanical Engineering,"(4 Years,",Bachelor of Technology) Home State,OBC-NCL Gender-Neutral,47691,47691,47691,47691
Maulana Azad National Institute of Technology Bhopal Mechanical Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,32565,33803,32565,33803
Maulana Azad National Institute of Technology Bhopal Mechanical Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Female-only,(including,Supernumerary),60270,62286
Maulana Azad National Institute of Technology Bhopal Mechanical Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,41651,41651,41651,41651
Maulana Azad National Institute of Technology Bhopal Mechanical Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Female-only,(including,Supernumerary),63272,63272
Maulana Azad National Institute of Technology Bhopal Mechanical Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,40007,41774,40007,41774
Maulana Azad National Institute of Technology Bhopal Mechanical Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Female-only,(including,Supernumerary),76130,78723
Maulana Azad National Institute of Technology Bhopal Planning (4,"Years, Bachelor",of Planning) All India SC,Female-only (including,Supernumerary),7516,7516,7516
Maulana Azad National Institute of Technology Bhopal Planning (4,"Years, Bachelor",of Planning) Other State OBC-NCL,Female-only (including,Supernumerary),4815,4815,4815
Maulana Azad National Institute of Technology Bhopal Planning (4,"Years, Bachelor",of Planning) Other State SC,Female-only (including,Supernumerary),8095,8095,8095
Motilal Nehru National Institute of Technology Allahabad Bio Technology,"(4 Years,",Bachelor of Technology) Home State,EWS Gender-Neutral,52512,52512,52512,52512
Motilal Nehru National Institute of Technology Allahabad Bio Technology,"(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,48979,48979,48979,48979
Motilal Nehru National Institute of Technology Allahabad Bio Technology,"(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,55179,55179,55179,55179
Motilal Nehru National Institute of Technology Allahabad Bio Technology,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,58933,58933,58933,58933
Motilal Nehru National Institute of Technology Allahabad Bio Technology,"(4 Years,",Bachelor of Technology) Other State,SC Gender-Neutral,167826,167826,167826,167826
Motilal Nehru National Institute of Technology Allahabad Chemical Engineering,"(4 Years,",Bachelor of Technology) Home State,OBC-NCL Gender-Neutral,35240,35240,35240,35240
Motilal Nehru National Institute of Technology Allahabad Chemical Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Female-only,(including,Supernumerary),42580,44855
Motilal Nehru National Institute of Technology Allahabad Chemical Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,34524,34524,34524,34524
Motilal Nehru National Institute of Technology Allahabad Chemical Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Female-only,(including,Supernumerary),60488,60488
Motilal Nehru National Institute of Technology Allahabad Civil Engineering,"(4 Years,",Bachelor of Technology) Home State,OPEN Gender-Neutral,34216,34216,34216,34216
Motilal Nehru National Institute of Technology Allahabad Civil Engineering,"(4 Years,",Bachelor of Technology) Home State,OPEN Female-only,(including,Supernumerary),48917,48917
Motilal Nehru National Institute of Technology Allahabad Civil Engineering,"(4 Years,",Bachelor of Technology) Home State,OBC-NCL Gender-Neutral,42239,43059,42239,43059
Motilal Nehru National Institute of Technology Allahabad Civil Engineering,"(4 Years,",Bachelor of Technology) Home State,OBC-NCL Female-only,(including,Supernumerary),64611,64611
Motilal Nehru National Institute of Technology Allahabad Civil Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,33757,33866,33757,33866
Motilal Nehru National Institute of Technology Allahabad Civil Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,40271,40271,40271,40271
Motilal Nehru National Institute of Technology Allahabad Computer Science,and Engineering,"(4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,8834,8834
Motilal Nehru National Institute of Technology Allahabad Electrical Engineering,"(4 Years,",Bachelor of Technology) Home State,OPEN Gender-Neutral,12018,12018,12018,12018
Motilal Nehru National Institute of Technology Allahabad Electrical Engineering,"(4 Years,",Bachelor of Technology) Home State,OPEN Female-only,(including,Supernumerary),19937,19937
Motilal Nehru National Institute of Technology Allahabad Electrical Engineering,"(4 Years,",Bachelor of Technology) Home State,EWS Gender-Neutral,15376,15376,15376,15376
Motilal Nehru National Institute of Technology Allahabad Electrical Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,18471,18471,18471,18471
Motilal Nehru National Institute of Technology Allahabad Electrical Engineering,"(4 Years,",Bachelor of Technology) Other State,SC Female-only,(including,Supernumerary),153388,153388
Motilal Nehru National Institute of Technology Allahabad Electronics and,Communication Engineering,"(4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,10568,10568
Motilal Nehru National Institute of Technology Allahabad Electronics and,Communication Engineering,"for DASA-CIWG (4 Years, Bachelor",of Technology),DASA-CIWG,OPEN,390036,390036
Motilal Nehru National Institute of Technology Allahabad Engineering and,Computational Mechanics,"(4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),28741,28741
Motilal Nehru National Institute of Technology Allahabad Engineering and,Computational Mechanics,"(4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,19966,19966
Motilal Nehru National Institute of Technology Allahabad Engineering and,Computational Mechanics,"(4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,106269,106269
Motilal Nehru National Institute of Technology Allahabad Materials Engineering,"(4 Years,",Bachelor of Technology) Home State,OBC-NCL Gender-Neutral,51857,51857,51857,51857
Motilal Nehru National Institute of Technology Allahabad Materials Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,40133,40133,40133,40133
